"","tweet_id","sentiment","author","content"
"39160",1753774245,"love","kennygo","@Hermanryu Thank you! Tadi jam 12.30pm"
"39164",1753774438,"neutral","rhino75","@Pierrino yes DON'T FORGET the koala pics   I'm pubquizzing tonight in the 11e if you're back in time. Sinon, mardi?"
"39168",1753774472,"love","mboogie","LA bound!!"
"39172",1753774536,"happiness","SmilinNursAnnie","@Nemitabbah HAHAHAHA...yeah you mess up that crossing and kneeling bit you will get called out...JOKING"
"39176",1753774659,"neutral","KhalidAlzanki","Today is FREE day of speaking.. I am at the office handling some business issues"
"39180",1753774807,"worry","proteusguy","@sleepynikki - I will see if there's a used organ shop there &amp; let you know. But why not just sign up to ejamming.com and rock out!"
"39184",1753774991,"neutral","GaryKLai","@viters the hotel should be thankful"
"39188",1753775109,"neutral","joshwhacker","@firequinito OT! OT! OT!"
"39192",1753775186,"happiness","ideasmaverick","Enjoying a great buffet brunch at Friends &amp; Bachus on St. Marks Road. The food, service &amp; ambience get a 4.0/5.0 Definitely coming back"
"39196",1753775287,"neutral","CecileLP","@lectronice yes indeed                                                                                               here I am again"
"39200",1753775431,"love","insung","I saw Thirst which is korean movie made by chan-wook Park . this movie isn't hard but good"
"39204",1753775509,"fun","BonesCrazy24","Ooh I have snazzed up my profile with summery colors"
"39208",1753775661,"neutral","beckahbaby","@lukemarsden aww bless  you guys are so cute.. are you still in touch with any of the other BB contestants? xxoo"
"39212",1753775786,"love","Belphanior","Happy Sunday. We have sunshine in Frankfurt. Hope all mothers enjoy this day"
"39216",1753787695,"worry","ArvindRocks","My bet on Mumbai Indians today... Anyone to take a bet on this for 500 bucks??"
"39220",1753787855,"happiness","mummypreneur","Happy Mothers Day to all my fellow mums - have a great day - mine will be spent in my garden with all of my family"
"39224",1753788010,"love","marypascoe","@DemiLSupporter i LOVE your hat! so cool. that looks like it was a fun day.  and i love that you used the word &quot;crikey&quot; just now!!"
"39228",1753788118,"happiness","maybeedeluxe","@pretentiousgit what a cute dog"
"39232",1753788294,"worry","LolaFordGossip","sorry i havent tweeted in a while- i was on holiday then was ill but im better now"
"39236",1753788434,"happiness","onesian","our south style exhibition is on in less than a week  member fresh gallery otara!"
"39240",1753788628,"happiness","kate0404","@chriscuzzy ...Now I'm going back to bed. LOL. Enjoy your time at the gym. I'll be sleeping."
"39244",1753788839,"love","stevieg69","@Kenzielee_ Mother's Day in the U.S today. I won't tell mine, she'll expect another present"
"39248",1753788975,"fun","CherylH77","Signing out for the night - have a good Sunday night all"
"39252",1753789195,"worry","gattermeier","did it!!  back in pakistan! - http://bkite.com/07kBQ"
"39256",1753789282,"worry","mjrsuperstar","@jonesyladdd SAME. its just not happening, and im going out too!. UH-OH."
"39260",1753789374,"happiness","krist0ph3r","@rehabc give him a gift voucher for something like shoppers' stop or something. that's as good as cash. unless he's immigrating, that is!"
"39264",1753789740,"surprise","RiRiFenty","@Beautiful515  thats awesome!"
"39268",1753789800,"surprise","bonnnn","glad I wore my black rats and a flowy shirt im so full from my dozen mixed oystsers seafood platter and death by chocolate"
"39272",1753789955,"neutral","katrinawebb","@masterballerina yess  you?"
"39276",1753790122,"neutral","melisadisti","@jessiealeea lol.well.hope you find someone to give you a massage  wish i could but i'm half a world away lol"
"39280",1753790197,"love","rosshill","@CirkusMike tweetie is very good for multiple accounts too. Grab the Mac Desktop copy too if you have one"
"39284",1753790277,"happiness","faulko1","@cybercabz i'll take a lookie, sound great"
"39288",1753790380,"neutral","brightondoll","Top 20 ways to go green! http://tinyurl.com/otjttu - this is pretty helpful, and kinda cool actually"
"39292",1753790551,"worry","fookied","@doctorbond if you meant to heavy rain n flood in bkk last night, lucky I was out of bkk"
"39296",1753790623,"love","Goochs","@NeNe96 happy bday to her  and happy mothers' day too"
"39300",1753790725,"neutral","maitababy","@craving4sweets Happy hot mamas day!"
"39304",1753790877,"worry","MandyBookLover","@sandy195850 we have two small dogs, good to hear that Center Parcs wd take them. Cruising to New York on the Queen Mary 2, real treat"
"39308",1753790967,"neutral","rtt","@WilHarris http://tinyurl.com/q3u32x isn't that the podcasting gear you got in for bit-tech?"
"39312",1753803278,"happiness","tsarnick","@freshypanda haha drunk golf sounds *awesome*!! i predict a great score for today"
"39316",1753803428,"love","ChreeesDunn","Currently in costa coffee  im liking this place more and more. Were sat in the business lounge. ooo were businessy today."
"39320",1753803627,"relief","psnp","done with the fkn exam! n just bought the mothers day gift, finally... tada! the new prada fragrance  going to meet up mum n fam now : ..."
"39324",1753803741,"enthusiasm","millie79","@Jennifrayne  Thanks for the link, ive voted &amp; i'll send that out too."
"39328",1753803964,"worry","JimmyBurney","@drewryanscott then u should went to vegas like u did last year  I think this was around the time u killed that animal with ur old car LOL"
"39332",1753804259,"neutral","DJMKubatovic","@maryk3lly sure i willl ...."
"39336",1753804388,"surprise","Rebekah_McFly","@DebbieFletcher If you come to a gig in Dublin you can be my dancing partner.  whatcha think? Hehe xxx"
"39340",1753804503,"surprise","krisc2000","@simonusher a bit too early for me and wanting to have nice lunch too... have a good time"
"39344",1753804741,"hate","jodsclass","Sunglasses whores   http://twitpic.com/4wtzj"
"39348",1753804871,"relief","HelenaRaxton","Going to take it quite easy today actually. Yesterday was great but it took a lot of energy out of me. Going out for some pirating later."
"39352",1753804919,"worry","linnetwoods","@MacQuid No! Strange, each time we return I feel like I have come home and yet I have no Spanish blood that I know of...."
"39356",1753805167,"surprise","nic__nic","walking the dog on horseforth park, no hangover on a Sunday morning, yay!!"
"39360",1753805405,"worry","brendanb","@hunz i tend to freak most people out - I am, err, somewhat mad."
"39364",1753805648,"worry","marjon91","I'm in need of someone with a good gaydar ... Seriously"
"39368",1753805870,"love","lollipop4354","@RobPattinson444 hello  i am ur biggest fan, and i rly carnt w8 till new moon comes out! good luck 2 u nd all the cast filming  xxx"
"39372",1753806135,"worry","dansmythphoto","@MollyMaison moooooooooooooooo? lol i copied that last.fm thing you had  looks good"
"39376",1753806317,"sadness","buttface20","Off to see the Tinyï¿½s, thinking thoughts about smiles I caught from the radio  and big daft grin all over my face...."
"39380",1753806564,"love","JBnVFCLover786","@drewryanscott Awww that's so sweet  Wish you could see yourz 2"
"39384",1753806660,"sadness","JamesMackney","Basil will be the highlight of my day. I've just had an old man lecture me on the greatness of the Telegraph. What an idiot"
"39388",1753806773,"happiness","KirstiMatthews","Had a great weekend with One, hanging with Nick &amp; Brendon, church this morning! Can't believe Loretta won the Mothers Day raffle again!"
"39392",1753806984,"love","rumplesEs","@nicolejacinto Ahh, your baby is so cute! Happy Mother's Day!"
"39396",1753807059,"neutral","Alpharalpha","@goebicyu try direct message to me here on twitter"
"39400",1753807218,"neutral","knightleyyeahh","@AmazingPhil tweet us a story  X"
"39404",1753807235,"worry","freshypanda","@tsarnick Oh, yeah.. I'm aiming for a 160 on the scorecard today man!  I'm gonna be in vicious mental/physical pain in a few hours..."
"39408",1753819649,"worry","nlite","@Fooddesigner good luck in the pressure test! don't worry everything will be great"
"39412",1753819699,"worry","loubeejones","is looking at that person from a very different pov.  never thought i'd see this day arrive!"
"39416",1753819910,"neutral","superbot5000","0"
"39420",1753820087,"happiness","michaelacoletta","GETTING A PUPPYYY!!!!  What should I name him? I think Romeo is cute."
"39424",1753820231,"neutral","hamiltonbarber","alright @brainerdbaptist. let's do this"
"39428",1753820332,"love","susanhaugheyx","Goin to ma cousins soon, there dog is soo cute"
"39432",1753820450,"neutral","techtrucker","@zionxpress happy mothers day"
"39436",1753820563,"happiness","Vaporeon888","@sosolid2k turtles and shoes make an awesome couple  if only shoes could talk back to the turtle :p lol"
"39440",1753820794,"love","sumitsuri","like the sound of a tweet"
"39444",1753820963,"relief","justdenise11","just got home."
"39448",1753821265,"love","SarahWV","@Wattyz You got it! YAAAY!!! I was really worried your phone wouldn't fit, so glad it does!  Happy Mother's Day, lol!"
"39452",1753821384,"neutral","iTSLeeZyyyBaBie","@KINGREF thank u dear"
"39456",1753821478,"love","tehgp","i'm seriously lovin 'hometown glory' by adele. about to hop on itunes and snag it"
"39460",1753821848,"happiness","Aboundlessworld","Off to finish the book &quot;nudge&quot; then going to write some"
"39464",1753821968,"empty","crazymiley","morning done my school work doing nothing all day now  what about u twitters"
"39468",1753822032,"fun","twebbstack","@paigeebaby HAHHA yeahh  like SS on ellen xDD"
"39472",1753822347,"neutral","joshwhacker","@firequinito 105-all SMB possession 33.4 sec remaining."
"39476",1753822392,"worry","JamesHancox","@smilyross Do tell..."
"39480",1753822492,"love","macmuso","I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!"
"39484",1753822737,"surprise","BillyIzzznoGooD","@junoluvsu OMG that's right HAHAHA I'm Stupid"
"39488",1753822884,"neutral","addy_110","I think me gettin a physical change"
"39492",1753823029,"love","carty67","happy mothers day to all the beautful mums."
"39496",1753823244,"worry","lalalizzie","@errolbeats - no, @hamsterfurrey is buttfuck stupid. I'm just silly and forgetful"
"39500",1753823340,"happiness","danielvan","@samanthadepanta Doing really well! I will stay here as long as is needed!  So you can definitely come and visit me!! Look forward too ..."
"39504",1753836035,"love","panda_bear_prim","winter flu has to twitter about logies to get noticed. haha. I love rove"
"39508",1753836145,"happiness","PurpleTriangle","Happy Mothers Day to all that are, all that are trying, and all that haven't nailed their teenagers to a tree"
"39512",1753836206,"love","RepeatWendy","Happy Mother's Day to all you moms out there"
"39516",1753836289,"neutral","rachelbeer","Yes - before you say it - I know I split a train of thought over three tweets. I think the last time was summer '08. It happens sometimes"
"39520",1753836435,"neutral","foodbloggernews","Twello Foodie Tweets @josepicardo Do you fancy coming up to my house and cooking?  Sounds.. http://tinyurl.com/qz88co"
"39524",1753836615,"love","sadeburnett","you are my apple and i wana take a bite"
"39528",1753836674,"surprise","tapatmywindow","Keep forgetting we only need to revise one topic for the 116 exam! It's a nice surprise every time I remember though"
"39532",1753836798,"relief","popoyambao","All in all, a good weekend"
"39536",1753836941,"neutral","toniakande","alot of new pictures tweets  ; some really old some new. check out the new ones if you wish . Tweeeet. http://twitpic.com/4wtyj"
"39540",1753837221,"happiness","marienborg","Getting somewhere with my first &quot;real&quot; KiokuDB and catalyst app, yay"
"39544",1753837311,"empty","michaelacoletta","http://twitpic.com/4wuaq - another prof pic."
"39548",1753837734,"love","duhyantan","i love you more than you'll ever know."
"39552",1753837822,"fun","roelvanbommel","Yeah, let's build an app #euruko"
"39556",1753838031,"love","Applechic","OK. break over. Back to the books. Have fun lovelies!  ? http://blip.fm/~5z8da"
"39560",1753838138,"sadness","Ocnarf10","@scouserach Not today Rach"
"39564",1753838222,"surprise","ramdomthoughts","@ksymmonds @lcaller Sorry to have missed it. Yes, I'm a lazy bastard  Up, but still not dressed"
"39568",1753838350,"neutral","Scaleytron","morning(ish)  hows everyone?"
"39572",1753838580,"happiness","Paul__Taylor","@travelrants that's cool, I'd be happy to contribute to any future articles. Enjoy the rest of the weekend"
"39576",1753838665,"happiness","Mehdi_10","Proudly watching my film  http://bit.ly/dP2Uh"
"39580",1753838867,"happiness","BoilingIce","Migrating a Sybase ASE SPARC Sun Solaris based into a Solaris x86 based. That should be fun"
"39584",1753839119,"happiness","uktvaddict","Just finnished my Double Cheeseburger. It was good  Ready to watch the Spanish F1"
